,electricity
2023-08-05,9.465
2023-08-06,12.345
2023-08-07,8.487
2023-08-08,11.899000000000001
2023-08-09,12.979000000000001
2023-08-10,3.6300000000000003
2023-08-11,12.935
2023-08-12,11.683
2023-08-13,12.927
2023-08-14,10.38
2023-08-15,7.598
2023-08-16,9.239
2023-08-17,8.947000000000001
2023-08-18,12.696
2023-08-19,13.814
2023-08-20,11.806
2023-08-21,8.975
2023-08-22,13.848
2023-08-23,12.224
2023-08-24,3.738
2023-08-25,9.116
2023-08-26,11.31
2023-08-27,13.305
2023-08-28,5.555
2023-08-29,11.435
2023-08-30,10.426
2023-08-31,13.042
2023-09-01,15.154
2023-09-02,13.34
2023-09-03,12.469
2023-09-04,11.709
2023-09-05,10.565999999999999
2023-09-06,12.949
2023-09-07,7.736
2023-09-08,4.902
2023-09-09,3.613
2023-09-10,3.297
2023-09-11,8.368
2023-09-12,11.157
2023-09-13,7.299
2023-09-14,13.228
2023-09-15,14.468
2023-09-16,10.591000000000001
2023-09-17,11.535
2023-09-18,4.331
2023-09-19,13.685
2023-09-20,12.88
2023-09-21,13.751
2023-09-22,10.23
2023-09-23,1.741
2023-09-24,2.439
2023-09-25,2.609
2023-09-26,3.102
2023-09-27,8.171
2023-09-28,6.064
2023-09-29,4.466
2023-09-30,6.565
2023-10-01,12.351
2023-10-02,11.478
2023-10-03,12.22
2023-10-04,11.991
2023-10-05,12.197000000000001
2023-10-06,5.6209999999999996
2023-10-07,4.523
2023-10-08,11.011
2023-10-09,11.198
2023-10-10,9.753
2023-10-11,11.869
2023-10-12,10.587
2023-10-13,12.823
2023-10-14,1.561
2023-10-15,10.624
2023-10-16,8.602
2023-10-17,7.872
2023-10-18,7.6290000000000004
2023-10-19,9.357
2023-10-20,1.959
2023-10-21,2.755
2023-10-22,10.625
2023-10-23,11.849
2023-10-24,9.064
2023-10-25,8.345
2023-10-26,9.977
2023-10-27,6.792
2023-10-28,9.258
2023-10-29,2.192
2023-10-30,5.717
2023-10-31,9.824
2023-11-01,6.041
2023-11-02,11.375
2023-11-03,10.788
2023-11-04,2.149
2023-11-05,7.623
2023-11-06,7.563
2023-11-07,3.386
2023-11-08,9.202
2023-11-09,4.720000000000001
2023-11-10,1.963
2023-11-11,9.017
2023-11-12,7.852
2023-11-13,7.888
2023-11-14,9.539
2023-11-15,6.384
2023-11-16,8.828
2023-11-17,6.024
2023-11-18,6.382
2023-11-19,9.687
2023-11-20,10.364
2023-11-21,1.695
2023-11-22,3.632
2023-11-23,9.125
2023-11-24,6.338
2023-11-25,7.696
2023-11-26,2.279
2023-11-27,6.867
2023-11-28,6.146
2023-11-29,6.3999999999999995
2023-11-30,9.006
2023-12-01,1.231
2023-12-02,1.958
2023-12-03,0.357
2023-12-04,4.274
2023-12-05,4.58
2023-12-06,4.822
2023-12-07,3.615
2023-12-08,5.385
2023-12-09,2.725
2023-12-10,0.9410000000000001
2023-12-11,6.074
2023-12-12,9.134
2023-12-13,8.729
2023-12-14,8.238999999999999
2023-12-15,8.388
2023-12-16,7.698
2023-12-17,0.457
2023-12-18,2.057
2023-12-19,6.562
2023-12-20,8.672
2023-12-21,8.75
2023-12-22,5.937
2023-12-23,5.212000000000001
2023-12-24,2.41
2023-12-25,2.652
2023-12-26,1.0250000000000001
2023-12-27,0.802
2023-12-28,0.779
2023-12-29,3.422
2023-12-30,4.784
2023-12-31,7.638
